locus_tag	MW0	MY0	MZ0	MW1	MY1	MZ1	MW2	MY2	MZ2	MW3	MX3	MY3	MZ3	MW4	MX4	MY4	MZ4	MW5	MX5	MY5	MW6	MX6	MY6	MZ6
 AURMO_01475:transcription antitermination protein nusG 	11485	11074	12377	15075	7410	8108	6728	8734	19979	15494	6960	11876	3711	9610	12237	8833	6726	13602	11322	15111	5060	9753	8601	8318
 AURMO_01476:preprotein translocase subunit SecE	1060	1028	1028	1367	543	749	706	761	1968	1271	784	1124	248	875	1172	709	603	1245	1081	1352	427	794	790	704
 AURMO_01478:aspartate aminotransferase	3942	3549	3844	5257	2710	2847	2494	4035	7117	6150	3463	4940	1553	4529	5039	4188	4699	6278	4436	6610	2706	4006	3963	5672
 AURMO_01479:hypothetical protein	101	96	95	131	74	78	79	89	215	167	126	151	36	124	231	84	129	147	133	169	55	206	120	150
 AURMO_01480:UDP-N-acetylmuramate dehydrogenase 	264	321	360	498	219	220	210	286	636	568	346	400	111	372	638	334	406	546	335	581	182	578	356	518
 AURMO_01481:acyl dehydratase	481	463	487	714	340	361	352	490	995	769	494	679	212	602	704	539	751	795	536	849	324	556	535	821
 AURMO_01482:acyl dehydratase	377	352	415	517	281	319	239	396	836	564	422	471	112	447	646	404	448	602	465	611	208	468	375	491
 AURMO_01483:glutamate/tyrosine decarboxylase-like PLP-dependent enzyme	7265	6106	6748	9032	4477	4440	3916	6089	10269	8653	5953	6741	1970	5819	7336	5012	6616	8087	6975	8633	3353	6328	5072	7910
 AURMO_01484:agmatine deiminase 	3871	3302	3878	4920	2485	2328	2232	2818	5747	4799	3378	3781	1113	3398	4837	2913	4063	5219	3994	5390	2116	3848	3317	4594
 AURMO_01485:hypothetical protein	992	827	1005	1288	694	661	573	711	1686	1410	833	1054	287	1060	1400	921	1331	1762	1004	1619	585	1053	1038	1587
 AURMO_01486:TIR-like protein DUF1863	2677	2410	2357	3117	1450	1658	1517	2003	3924	3466	2282	2549	818	2843	3211	2629	3315	3633	3303	3781	1556	2166	2853	3515
 AURMO_01487:lactococcin 972 family bacteriocin	38652	39193	35055	44542	24226	23013	21446	24664	47450	56971	47886	41331	16369	48783	49734	43280	56386	58772	51005	61012	29601	42697	47771	75852
 AURMO_01488:hypothetical protein	30581	27162	26646	32688	15919	18916	17337	21103	38795	36311	30152	25859	9767	34275	34806	28224	41546	42072	36416	42183	20141	26568	33868	49713
 AURMO_01489:hypothetical protein	6814	6173	5926	7118	3610	4721	3839	5157	9069	8419	6194	6620	2319	8628	7104	7566	9060	10194	7127	10725	4595	5269	8576	10543
 AURMO_01490:putative ABC transport system ATP-binding protein	1880	1854	1970	2302	1220	1656	1291	1935	3784	2950	1984	2637	779	2764	2427	2710	3969	3641	2027	4231	1565	1703	3287	3846
 AURMO_01491:hypothetical protein	1563	1458	1398	1959	1073	1342	1166	1607	2663	2704	2780	2429	773	2670	2303	2585	3165	3410	1903	3507	1484	1504	2756	3316
 AURMO_01492:uncharacterized protein DUF3800	269	247	234	273	143	153	165	256	424	407	198	308	125	361	346	415	415	513	212	574	253	309	408	518
 AURMO_01493:2Fe-2S ferredoxin	165	165	169	259	140	99	129	270	444	316	172	296	53	208	306	206	303	338	156	402	102	257	242	322
 AURMO_01494:uncharacterized zinc-type alcohol dehydrogenase-like protein	3178	2725	2644	3992	2293	1832	1855	3240	5155	4847	2464	3810	1084	2969	3651	2918	4286	4843	3059	5324	1727	3177	3140	5191
" AURMO_01495:NADPH-dependent 2,4-dienoyl-CoA reductase/sulfur reductase-like enzyme"	3028	2755	2368	3541	2072	1644	1561	3016	3651	3902	1803	2772	740	2321	3095	1684	2929	4533	2405	4508	1621	2633	2939	5054
 AURMO_01496:ferredoxin	1050	1106	735	1209	687	551	635	1115	1134	1607	860	1058	360	1236	1286	744	1010	1843	1094	1701	754	1124	1050	2015
" AURMO_01497:5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase/2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"	5149	4101	3904	5633	3286	2636	2571	5260	5209	6874	3178	4442	1484	3274	4665	2752	3393	6132	4250	6290	2150	4421	2776	7126
" AURMO_01498:3,4-dihydroxyphenylacetate 2,3-dioxygenase"	3570	2677	3398	3652	2650	1960	1727	3851	3425	5796	2049	3963	1289	2466	3380	1946	3136	4944	2444	5208	1727	4080	2286	8103
 AURMO_01499:5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	3970	2254	2757	3497	1834	1877	1725	3974	2413	5018	2336	3070	814	1938	3320	1448	2139	4201	2343	3577	1156	3127	1564	5067
 AURMO_01500:putative glutamine amidotransferase	1019	697	860	1146	548	575	575	1000	1185	1375	750	944	271	732	1205	650	806	1170	887	1068	405	981	635	1072
 AURMO_01501:DNA-binding MarR family transcriptional regulator	638	629	711	836	431	531	454	572	1212	906	686	840	205	682	971	541	682	913	692	890	409	845	610	743
 AURMO_01502:cytochrome P450	2126	1183	1553	2061	1176	1198	1082	2702	1432	3590	1849	2286	759	1917	2675	1145	2152	3597	1807	2893	1221	2477	1328	4644
 AURMO_01503:GMP synthase (glutamine-hydrolysing)	1813	1489	1692	2145	1115	1132	927	1533	2651	2251	1158	1510	507	1741	1885	1388	1820	2695	1721	2455	1003	1643	1579	2364
 AURMO_01504:GMP synthase-like glutamine amidotransferase	1383	993	1291	1598	711	819	765	1484	1361	1858	1230	1367	337	856	1563	706	940	1635	1036	1491	521	1317	720	1516
 AURMO_01505:glutamine synthetase	2351	1841	1635	2509	1571	1278	1225	3352	2260	4072	2026	3122	866	2789	2957	2107	3601	4579	2187	4070	1693	2626	2356	7015
 AURMO_01506:diamine N-acetyltransferase	11203	10428	11314	13268	6881	7886	6170	9472	17910	15731	9014	11604	3855	13425	10547	12094	19596	19270	10474	19074	9081	9866	16149	18064
 AURMO_01507:dimethylargininase	3927	3603	4406	5417	2908	2864	2652	3966	8836	6533	3823	5097	1503	3975	5494	4305	5354	5664	4130	6975	2013	4035	3678	4980
 AURMO_01508:phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	4669	4055	4747	6325	3101	3422	3059	4615	9491	7039	4233	5577	1681	4778	5994	4591	4780	6136	5033	6793	2550	4581	4006	4793
 AURMO_01509:hypothetical protein	0	0	1	0	2	0	3	2	5	3	0	3	1	0	18	2	3	2	2	2	1	15	2	1
 AURMO_01510:formyl transferase-like protein	1009	872	750	1065	468	573	537	444	1526	1115	716	769	215	711	954	689	874	1053	957	1005	330	669	803	940
 AURMO_01511:hypothetical protein	38	28	40	50	22	18	18	28	82	47	39	47	5	38	93	36	53	77	32	53	16	89	29	51
 AURMO_01512:hypothetical protein	617	574	679	929	411	493	451	582	1391	973	676	854	190	579	1021	549	693	834	634	872	290	790	472	586
 AURMO_01513:hypothetical protein	343	321	404	530	275	280	290	416	852	591	469	481	149	368	564	338	448	498	434	599	195	418	317	442
 AURMO_01514:hypothetical protein	1871	1795	1875	2391	1327	1436	1164	2097	3712	2676	2492	2279	800	1809	2566	1913	2127	2441	2165	2654	995	2040	1603	1964
 AURMO_01515:succinyl-CoA synthetase (ADP-forming) alpha subunit 	13062	11232	12971	17263	8985	8250	7131	12585	19815	18268	5608	12455	3818	9843	10815	9630	12399	14558	9805	17055	5919	10529	10636	16054
 AURMO_01516:succinyl-CoA synthetase (ADP-forming) beta subunit 	9485	7581	9932	12357	6716	5764	5184	9091	15970	12912	4307	9467	2263	6422	8427	6405	9368	10970	6948	12690	3917	7643	7422	12134
 AURMO_01517:VIT1/CCC1 family predicted Fe2+/Mn2+ transporter	868	808	846	1172	546	640	577	888	1753	1519	815	1260	325	993	1245	867	944	1263	1003	1250	507	965	796	948
 AURMO_01518:DNA helicase-2/ATP-dependent DNA helicase PcrA	1098	930	1112	1301	633	809	647	954	1937	1380	811	1191	337	1137	1727	961	1167	1728	964	1658	737	1442	1206	1271
 AURMO_01519:glycerophosphoryl diester phosphodiesterase	1590	1388	1371	1864	764	967	879	1019	2087	1780	735	1247	381	1261	1410	1056	1252	2010	1251	1809	937	1313	1414	1478
 AURMO_01520:uncharacterized YccA/Bax inhibitor family protein	12510	12127	12839	17268	8573	9298	7114	11696	22251	18704	8172	14565	4310	11413	9747	11368	14167	20666	8544	19386	8653	10548	12721	15332
 AURMO_01521:pyridoxamine 5'-phosphate oxidase-like protein	293	293	297	378	182	244	231	209	544	417	171	325	106	260	289	217	252	408	213	421	145	296	253	273
 AURMO_01522:DoxX-like protein	1516	1481	2913	3232	1857	1324	1091	1566	6219	3677	1414	3272	686	1940	3217	2045	4148	3947	1803	4707	1015	2210	2056	3048
 AURMO_01523:uracil phosphoribosyltransferase 	2696	2615	3082	4106	2098	2107	1757	2800	6376	4466	2916	3825	985	3290	4387	3400	4211	4596	3694	5296	1661	2841	3348	3920
 AURMO_01524:aldehyde dehydrogenase family protein	2340	1864	2318	3159	1553	1599	1458	2308	4631	3614	2794	3141	879	2388	3334	2484	3192	3694	2618	3852	1268	2357	2188	3534
 AURMO_01525:aldehyde dehydrogenase (NAD+)	15371	13223	14089	18695	9142	10144	8967	13184	25396	19829	14763	15824	4904	15071	17842	13901	17545	19475	17437	20207	7994	12579	12984	17395
 AURMO_01526:deoxyribose-phosphate aldolase	5902	5431	6791	8299	4228	4150	3255	4797	10542	8325	4891	6478	1886	5837	7757	5112	6443	8384	6748	8859	3242	5679	5300	6821
 AURMO_01527:purine-nucleoside phosphorylase	1042	1015	1273	1696	970	889	758	1344	2854	2093	994	1959	492	1466	1676	1621	3675	2213	1154	2584	716	1219	1605	3357
 AURMO_01528:phosphomannomutase	1095	1162	1307	1598	1021	976	819	1525	2960	2130	1232	2047	616	1610	2024	1857	3376	1966	1280	2574	750	1341	1664	2914
 AURMO_01529:thymidine phosphorylase	985	737	897	1375	612	670	562	802	1658	1492	277	1077	327	737	711	794	568	1129	422	1245	295	781	555	535
 AURMO_01530:cytidine deaminase 	413	354	396	633	271	316	242	393	756	550	116	445	140	246	274	257	114	419	185	424	125	224	160	112
 AURMO_01531:nucleoside ABC transporter membrane protein 	513	404	441	708	288	386	386	498	1011	1008	225	733	300	758	618	678	704	1081	309	1003	332	556	617	734
 AURMO_01532:nucleoside ABC transporter membrane protein 	801	614	628	1045	395	525	575	739	1228	1262	270	905	327	794	609	732	611	1196	329	1074	361	623	606	661
 AURMO_01533:transposase-like protein	1	1	0	0	4	0	0	3	0	0	1	1	1	0	4	0	1	1	0	2	0	2	5	0
 AURMO_01534:transposase InsO family protein	31	38	46	43	31	23	19	41	90	43	68	43	19	38	118	51	94	55	80	64	29	63	49	63
 AURMO_01535:nucleoside ABC transporter ATP-binding protein 	3385	3549	3376	4460	2715	2576	2075	3819	6340	4849	3298	4402	1355	4164	4054	4293	8039	5637	3307	6712	2240	3099	5393	7731
 AURMO_01536:nucleoside-binding protein 	36991	31417	26998	44229	25384	21020	21902	36831	49552	58450	56921	43343	13961	65470	35802	59536	94818	78445	28052	81370	35358	25894	72810	93939
 AURMO_01537:argininosuccinate synthase 	7704	6969	8433	10515	5463	6074	5242	7957	16739	12270	8111	10051	2921	8764	10810	8326	9585	11341	8980	12475	4473	7499	7581	9082
 AURMO_01538:predicted dehydrogenase	995	858	863	1178	683	699	593	1065	1787	1553	967	1347	483	1287	1471	1331	1948	1813	1115	1846	764	1162	1288	1939
 AURMO_01539:predicted NBD/HSP70 family sugar kinase	830	819	730	1052	510	492	428	831	1340	1175	988	1016	304	738	1034	774	909	974	735	1219	363	951	811	1014
 AURMO_01540:xylose isomerase	119	90	90	179	82	72	69	159	168	171	90	187	41	177	417	147	260	204	102	218	78	392	163	249
 AURMO_01541:xylulokinase	117	109	70	156	89	69	90	170	167	191	100	150	39	195	369	134	228	163	123	186	87	354	144	240
 AURMO_01542:monosaccharide ABC transporter substrate-binding protein (CUT2 family) 	15227	14260	10732	17742	12891	8512	9833	27294	19815	24868	19972	25502	6543	37272	20920	33507	51466	34203	19078	36832	17307	13513	36314	58443
 AURMO_01543:D-xylose transport system ATP-binding protein	579	544	480	662	578	314	315	1010	723	998	615	835	214	966	863	1110	1590	1133	577	1324	482	610	1062	1711
 AURMO_01544:D-xylose transport system permease protein	1428	1348	1190	1873	1341	816	913	2570	2067	2588	1500	2412	529	2407	2094	2788	4124	3122	1386	3748	1031	1509	2621	4962
 AURMO_01545:aldose 1-epimerase 	131	130	105	143	111	79	90	204	204	192	128	220	59	183	395	205	338	224	157	280	96	395	217	403
 AURMO_01546:saccharopine dehydrogenase-like NADP-dependent oxidoreductase	3744	3127	3210	5248	2506	2313	2199	3458	6348	5408	4232	4802	1065	4131	5518	3683	5905	6408	4324	6576	2454	4453	3890	6792
 AURMO_01547:manganese transport protein	765	610	779	1088	436	434	488	543	1368	1106	700	916	203	819	1301	704	1188	1487	641	1150	533	1044	969	1231
 AURMO_01548:LSU ribosomal protein L12P 	20923	22411	21850	31804	15092	15549	12226	23215	39205	29947	12336	22160	6414	11980	21540	13142	7468	19022	21032	24240	6944	17972	11636	8359
 AURMO_01549:large subunit ribosomal protein L10	32261	29305	33219	45865	20626	23546	18734	28108	57185	39854	18416	29834	8663	17941	29371	17649	11471	30315	28670	32527	10865	23487	16894	11326
 AURMO_01550:1-phosphofructokinase	3133	3196	3962	4165	2495	2835	2380	3334	7064	4619	3230	3925	1551	3272	4981	3281	1676	4117	4554	5138	1772	4035	2957	1963
 AURMO_01551:two-component system OmpR family sensor kinase	645	582	535	796	413	415	378	541	1073	846	389	661	177	475	937	465	517	789	486	831	348	884	491	509
 AURMO_01552:two-component system OmpR family response regulator	481	381	453	587	334	320	266	417	888	713	300	561	151	356	664	380	415	697	366	667	262	628	363	385
 AURMO_01553:YqaJ-like recombinase protein	335	315	317	448	244	238	206	304	694	512	333	434	115	360	635	303	422	476	339	493	198	488	300	372
 AURMO_01554:RimJ/RimL family protein N-acetyltransferase	454	520	502	774	394	393	303	597	1101	779	484	738	182	651	805	607	816	740	643	799	273	598	509	675
 AURMO_01555:histidinol-phosphate aminotransferase	1039	996	1039	1496	655	800	637	885	2005	1553	944	1229	371	1079	1632	956	1079	1523	1174	1378	551	1245	931	1133
 AURMO_01556:acetoacetate decarboxylase	3684	2207	2943	3918	1828	1858	1826	3846	2834	5062	2891	3295	972	2006	3691	1579	2110	4224	2654	3510	1360	3491	1441	4723
 AURMO_01557:amino acid/polyamine/organocation transporter (APC superfamily) 	5565	4424	4024	5711	3856	3083	3298	7928	4975	10492	5906	8013	2782	13632	6994	8387	21799	15731	5157	15220	8296	6267	13474	35502
 AURMO_01558:homodimeric fumarase (class I) 	7185	6330	6940	9557	5049	5066	4344	6577	13186	10541	7732	7714	2306	7028	9524	6214	8692	10067	7766	10166	3810	7751	6139	9547
 AURMO_01559:NADPH:quinone reductase-like Zn-dependent oxidoreductase	1011	808	842	1261	637	633	568	800	1542	1234	933	979	313	779	1371	752	1016	1128	1003	1257	454	1077	751	1092
 AURMO_01560:aromatic-L-amino-acid decarboxylase	2808	2322	2267	2911	1617	1498	1324	2038	2916	2815	3036	2504	640	1734	3528	1476	2191	2638	2979	2978	1092	2969	1703	2867
 AURMO_01561:ATP-binding cassette subfamily B protein	2534	2448	2555	3261	1412	1483	1551	1554	3734	2591	720	2183	590	1756	1906	1364	1281	2971	1566	2903	1434	2452	1979	2149
 AURMO_01562:ATP-binding cassette subfamily B protein	1602	1499	1717	2284	907	1037	1046	1030	2570	1887	445	1434	415	1140	1468	832	862	2041	939	1952	897	1909	1248	1380
 AURMO_01563:amidase	680	653	699	1024	499	543	440	811	1504	1180	667	1046	292	953	1467	985	1589	1373	831	1409	548	1257	1083	1737
 AURMO_01564:hypothetical protein	721	615	603	797	410	429	482	564	1007	952	673	651	240	947	889	794	1179	1453	701	1256	667	840	1013	1386
 AURMO_01565:MarR family protein	371	322	341	422	218	222	221	228	614	473	272	377	90	357	449	288	427	521	303	553	199	276	332	408
 AURMO_01566:tellurite resistance protein TerC	131	97	107	157	74	77	68	97	173	194	88	129	34	137	388	74	57	142	88	140	44	331	95	68
 AURMO_01567:hypothetical protein	41	40	25	60	28	20	31	45	42	51	27	40	10	41	353	31	17	30	43	48	10	358	34	14
 AURMO_01570:alpha-glucosidase	5247	5263	5417	7289	4125	4270	3800	6266	11124	8830	7796	7948	2442	7162	8463	7163	10525	7766	6859	8584	3158	5381	5661	8803
 AURMO_01571:peptidase M23-like protein	7717	6935	7622	9657	3771	4812	3936	5137	11245	8779	4110	6369	1969	6936	7667	5361	5070	9438	7614	8901	3935	6205	6320	6600
 AURMO_01572:myo-inositol-1(or 4)-monophosphatase	2214	2006	2326	3018	1507	1651	1437	2068	4298	3438	2334	2692	814	2508	3259	2436	2896	3428	2691	3570	1366	2444	2395	3084
 AURMO_01573:hypothetical protein	198	212	211	235	124	132	133	209	331	269	191	219	54	263	375	276	302	299	236	356	149	289	229	318
 AURMO_01574:HEPN domain-containing protein	259	196	264	288	166	187	161	300	445	443	217	349	112	390	394	384	450	532	227	572	295	317	444	619
 AURMO_01575:hypothetical protein	1333	1119	1525	2014	1182	864	870	1365	3086	2442	1694	1880	519	1551	2590	1657	2775	2822	1390	3048	893	2115	1688	2707
 AURMO_01576:fusaric acid resistance family protein	552	480	505	676	301	356	289	483	993	732	594	551	168	503	1017	459	592	675	618	734	280	730	411	607
 AURMO_01577:isocitrate dehydrogenase	5692	4894	5976	6544	3941	4177	3327	5885	9361	7525	3206	6268	1890	4579	5280	4519	6079	7042	4380	7559	3083	4908	5272	7884
 AURMO_01578:hypothetical protein	1429	1430	1325	1755	914	1092	911	1243	2495	2094	1591	1837	601	1697	1882	1643	1682	1818	1657	2097	831	1338	1478	1903
 AURMO_01579:uncharacterized repeat protein (TIGR02543 family)	80	82	95	88	53	71	54	112	172	137	66	140	35	112	405	121	120	122	78	143	49	308	100	111
 AURMO_01581:hypothetical protein	3195	2889	2925	4076	1994	2210	1734	2884	5628	4228	2525	3238	961	2887	3323	2637	3543	4034	2715	3987	1873	2676	2984	3150
 AURMO_01582:hypothetical protein	1963	2008	2066	2930	1362	1688	1429	2404	4683	3740	2282	3131	1024	2824	3026	2707	3174	3321	2568	3770	1344	2199	2378	3042
 AURMO_01583:uncharacterized membrane protein	544	354	903	565	340	668	378	360	1537	1209	105	557	473	1098	889	1130	2683	1508	654	1625	831	917	1833	3006
 AURMO_01584:DNA-binding Lrp family transcriptional regulator	339	313	323	455	237	249	195	330	540	460	317	448	112	353	559	306	387	428	362	468	183	396	268	427
 AURMO_01585:carboxylesterase type B	1630	1419	1629	2069	1054	1170	1130	1524	3079	2372	1761	2000	613	1993	2570	1858	2572	2678	1906	2620	1151	1979	1958	2772
 AURMO_01586:alpha-beta hydrolase superfamily lysophospholipase	400	334	385	469	218	298	225	319	755	572	346	507	125	465	703	393	529	640	411	596	277	636	428	636
 AURMO_01587:death-on-curing protein	228	194	227	228	151	184	160	229	439	319	321	304	75	253	307	251	286	306	272	345	137	202	248	257
 AURMO_01588:hypothetical protein	165	142	155	178	103	131	87	185	296	264	209	169	45	216	251	162	239	259	202	263	100	164	193	225
 AURMO_01589:taurine--2-oxoglutarate transaminase	1683	1654	1609	2123	1240	1219	1123	1926	3520	2774	1630	2630	863	2136	2387	2331	3464	2937	1856	3503	1263	1891	2421	3445
 AURMO_01590:uncharacterized protein DUF1905	621	588	638	770	473	476	412	725	1324	898	412	702	258	669	791	679	940	881	649	1023	336	561	628	947
 AURMO_01591:IS30 family transposase	1164	1128	1192	1643	813	855	787	1128	2063	1917	1196	1663	542	1684	1765	1659	2516	2219	1344	2262	999	1501	1695	2545
 AURMO_01592:phosphate ABC transporter ATP-binding protein (PhoT family) 	1900	2018	2281	2662	1562	1903	1424	2036	3495	3473	1618	2637	1331	2094	2499	2190	1907	3269	2185	3446	1534	2360	2255	2278
 AURMO_01593:phosphate ABC transporter membrane protein 2 (PhoT family) 	612	621	645	788	387	397	423	554	1183	1062	385	757	234	591	781	498	534	1102	478	985	421	779	665	699
 AURMO_01594:phosphate ABC transporter membrane protein 1 (PhoT family) 	337	293	374	433	217	252	239	287	628	577	188	429	124	279	517	242	267	519	244	473	206	545	304	318
 AURMO_01595:phosphate ABC transporter substrate-binding protein (PhoT family) 	15398	12515	18403	16548	9503	10244	8726	12454	20757	29131	2389	14285	6438	6785	8052	6722	3919	24081	5897	21804	11240	13984	12693	5089
 AURMO_01596:PhoU-like phosphate uptake regulator 	2314	2126	2376	3024	1580	1833	1753	2423	4459	3808	2832	3766	962	2671	3315	2584	3580	3438	2773	3558	1528	2348	2490	3383
 AURMO_01597:two-component system sensor histidine kinase SenX3	311	247	282	338	175	172	191	233	463	482	250	335	79	262	553	232	244	492	271	407	169	527	272	323
 AURMO_01598:two-component system response regulator RegX3	1235	1092	1174	1645	790	870	783	1120	2261	2078	1074	1516	490	1295	1603	1283	1378	1919	1233	2016	780	1256	1281	1353
 AURMO_01599:DNA-binding transcriptional ArsR family regulator	2576	2295	2839	2920	1519	1805	1466	1863	4067	3653	1827	2710	991	2929	2953	2423	3156	3796	2830	3777	1879	2562	2555	3761
 AURMO_01600:glycerol uptake facilitator-like aquaporin	2147	1922	2172	2378	1317	1424	1216	1440	3060	2524	1407	1973	754	1979	2310	1711	1754	2661	2267	2495	1282	2032	1801	2070
 AURMO_01601:protein-tyrosine-phosphatase	1985	2204	2507	3026	1613	1560	1184	2207	3845	3625	1025	2822	853	2451	2524	2498	2409	3519	2161	3887	1441	2348	2484	2768
